0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.86
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.87
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.89
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.9
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.91
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.93
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.94
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.96
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.97
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.98
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.01
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.03
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.04
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.05
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.07
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.08
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.11
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.13
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.14
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.19
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.21
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.23
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.24
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.27
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.28
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.31
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.32
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.34
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.35
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.38
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.39
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.41
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.42
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.44
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.45
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.46
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.48
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.49
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.51
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.52
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.53
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.55
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.56
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.58
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.59
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.61
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.62
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.64
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.65
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.66
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.68
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.69
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.71
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.72
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.73
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.75
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.76
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.78
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.79
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.81
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.82
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.85
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.86
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.88
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.89
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.91
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.92
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.93
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.95
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.96
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.98
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.99
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.01
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.02
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.04
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.05
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.06
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.08
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.09
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.12
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.13
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.15
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.19
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.21
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.23
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.24
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.27
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.28
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.31
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.32
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.34
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.35
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.37
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.38
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.39
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.41
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.42
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.44
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.46
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.47
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.49
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.51
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.53
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.55
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.56
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.57
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.59
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.62
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.63
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.64
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.66
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.68
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.72
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.73
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.75
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.76
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.78
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.79
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.8
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.82
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.83
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.85
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.86
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.88
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.89
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.91
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.92
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.94
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.95
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.97
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.98
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.01
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.03
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.04
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.06
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.07
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.09
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.13
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.15
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.18
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.19
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.21
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.22
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.23
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.26
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.28
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.29
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.31
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.32
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.34
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.35
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.36
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.38
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.39
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.41
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.42
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.43
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.45
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.48
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.49
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.51
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.52
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.53
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.55
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.56
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.58
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.59
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.62
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.63
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.65
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.66
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.67
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.69
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.72
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.73
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.74
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.76
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.77
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.79
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.8
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.81
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.83
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.84
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.86
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.87
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.89
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.9
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.91
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.93
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.94
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.95
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.97
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.98
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.99
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.01
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.02
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.04
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.05
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.06
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.08
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.09
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.11
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.12
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.14
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.15
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.18
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.19
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.21
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.22
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.23
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.26
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.27
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.29
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.32
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.33
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.35
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.36
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.38
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.39
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.4
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.42
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.43
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.45
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.46
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.47
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.49
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.51
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.53
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.54
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.56
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.57
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.58
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.61
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.62
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.64
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.65
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.67
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.68
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.71
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.73
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.74
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.75
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.77
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.78
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.8
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.81
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.82
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.84
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.85
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.87
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.88
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.89
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.91
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.92
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.94
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.95
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.96
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.98
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.99
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.01
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.02
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.03
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.05
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.06
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.07
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.09
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.12
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.13
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.14
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.18
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.21
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.23
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.24
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.27
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.28
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.31
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.32
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.34
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.35
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.37
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.38
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.39
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.41
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.42
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.44
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.45
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.46
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.48
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.49
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.51
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.52
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.54
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.55
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.56
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.58
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.59
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.62
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.63
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.65
